SensorID,timestamp,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
85,1086134400000,0.8,1021,NaN,9.2,949,95,927,57,1764,977,19.5,68.0,1.5269
85,1086138000000,NaN,964,NaN,7.5,877,70,958,49,1692,942,19.9,66.4,1.5203
85,1086141600000,NaN,887,NaN,4.9,758,43,1094,38,1622,804,19.1,69.0,1.5043
85,1086145200000,NaN,885,NaN,5.2,773,NaN,1051,NaN,1641,805,18.5,70.7,1.4962
85,1086148800000,NaN,830,NaN,3.2,662,30,1217,31,1556,704,18.9,67.8,1.4689
85,1086152400000,NaN,792,NaN,2.4,611,22,1280,23,1529,657,20.0,63.7,1.4742
85,1086156000000,NaN,813,NaN,2.8,639,25,1267,22,1538,655,19.8,64.7,1.4769
85,1086159600000,NaN,890,NaN,3.9,703,48,1145,33,1601,751,19.7,65.3,1.4843
85,1086163200000,NaN,984,NaN,6.9,854,73,964,43,1751,885,20.8,62.0,1.5002
85,1086166800000,NaN,1043,NaN,8.5,920,95,925,53,1777,955,22.2,56.6,1.4973
85,1086170400000,NaN,1054,NaN,8.9,936,86,915,54,1791,962,24.3,49.0,1.4724
85,1086174000000,NaN,1063,NaN,8.8,930,102,925,62,1749,957,25.0,46.5,1.4492
85,1086177600000,NaN,978,NaN,7.4,873,80,1003,53,1669,788,28.9,34.8,1.3603
85,1086181200000,NaN,887,NaN,4.7,748,36,1141,34,1560,596,29.6,33.4,1.3581
85,1086184800000,NaN,887,NaN,4.8,754,32,1164,30,1523,560,30.9,30.7,1.3493
85,1086188400000,NaN,977,NaN,6.8,850,46,1035,37,1645,701,31.8,31.0,1.4286
85,1086192000000,NaN,1043,NaN,8.9,934,61,929,47,1707,811,31.4,31.2,1.4127
85,1086195600000,NaN,1010,NaN,8.1,902,59,966,44,1676,724,28.9,35.7,1.3985
85,1086199200000,NaN,1094,NaN,10.5,996,76,876,53,1807,864,27.2,42.5,1.5135
85,1086202800000,NaN,1223,NaN,14.8,1142,145,778,88,1965,1084,26.2,46.4,1.5573
85,1086206400000,NaN,1109,NaN,11.8,1042,140,834,95,1888,998,24.5,51.0,1.5454
85,1086210000000,NaN,1026,NaN,8.7,927,102,915,82,1781,878,22.8,56.1,1.5353
85,1086213600000,NaN,1036,NaN,8.7,928,89,914,59,1787,909,21.9,60.9,1.5799
85,1086217200000,NaN,963,NaN,6.9,853,62,995,43,1732,789,21.7,61.0,1.5617
86,1086220800000,NaN,996,NaN,7.3,868,69,957,51,1741,857,20.8,64.8,1.568
86,1086224400000,NaN,999,NaN,6.9,853,63,951,49,1756,885,20.3,70.9,1.6699
86,1086228000000,NaN,893,NaN,4.6,741,31,1056,36,1664,743,18.9,79.0,1.704
86,1086231600000,NaN,730,NaN,1.3,530,NaN,1517,NaN,1362,445,18.1,64.6,1.3276
86,1086235200000,NaN,753,NaN,1.7,562,17,1420,24,1414,454,18.6,64.5,1.3655
86,1086238800000,NaN,825,NaN,3.2,663,61,1203,58,1504,610,17.6,67.4,1.346
86,1086242400000,NaN,1012,NaN,10.1,982,184,882,73,1796,1024,17.6,67.6,1.3479
86,1086246000000,NaN,1221,NaN,19.9,1293,248,688,74,2144,1316,19.0,61.7,1.3393
86,1086249600000,NaN,1215,NaN,20.2,1303,220,694,97,2180,1358,20.0,57.4,1.3268
86,1086253200000,NaN,1234,NaN,20.8,1318,243,714,108,2108,2202,22.6,45.9,1.2418
86,1086256800000,NaN,1138,NaN,15.1,1152,164,798,93,1877,1947,27.3,34.3,1.2284
86,1086260400000,NaN,987,NaN,10.9,1009,NaN,914,NaN,1697,1227,27.4,31.0,1.1184
86,1086264000000,NaN,980,NaN,11.1,1019,NaN,921,NaN,1720,950,26.2,33.6,1.1244
86,1086267600000,NaN,966,NaN,12.1,1054,NaN,885,NaN,1742,917,26.8,32.4,1.1263
86,1086271200000,NaN,905,NaN,8.6,923,NaN,1025,NaN,1582,707,28.7,27.7,1.071
86,1086274800000,NaN,903,NaN,9.7,968,NaN,992,NaN,1565,740,28.7,25.0,0.9684
86,1086278400000,NaN,914,NaN,11.0,1014,NaN,988,NaN,1597,775,29.1,22.3,0.8811
86,1086282000000,NaN,1050,NaN,16.6,1199,NaN,849,NaN,1781,1035,29.0,24.5,0.9655
86,1086285600000,NaN,1043,NaN,14.7,1139,NaN,876,NaN,1756,1001,27.2,28.3,1.0016
86,1086289200000,NaN,1125,NaN,19.5,1283,NaN,792,NaN,1899,1101,25.3,30.0,0.952
86,1086292800000,NaN,1058,NaN,14.5,1134,NaN,855,NaN,1797,1034,24.1,34.8,1.0333
86,1086296400000,NaN,951,NaN,7.8,892,NaN,1015,NaN,1611,786,23.0,43.1,1.1993
86,1086300000000,NaN,944,NaN,7.8,891,NaN,1016,NaN,1593,844,22.1,43.9,1.1521
86,1086303600000,NaN,959,NaN,7.8,892,NaN,996,NaN,1616,866,21.0,48.1,1.178
87,1086307200000,NaN,974,NaN,8.5,919,NaN,976,NaN,1638,909,20.6,49.2,1.1754
87,1086310800000,NaN,880,NaN,5.7,799,NaN,1097,NaN,1533,724,21.2,47.6,1.1799
87,1086314400000,NaN,853,NaN,4.5,740,NaN,1146,NaN,1526,715,21.0,50.1,1.2338
87,1086318000000,NaN,912,NaN,5.6,795,NaN,1042,NaN,1564,827,20.1,53.1,1.2342
87,1086321600000,NaN,863,NaN,4.6,745,NaN,1098,NaN,1496,786,19.0,54.0,1.1745
87,1086325200000,NaN,729,NaN,1.2,520,NaN,1570,NaN,1318,445,19.2,51.1,1.124
87,1086328800000,NaN,830,NaN,3.4,674,NaN,1246,NaN,1459,607,19.2,53.1,1.1662
87,1086332400000,NaN,1198,NaN,17.0,1209,NaN,779,NaN,2058,1213,20.6,49.0,1.1748
87,1086336000000,NaN,971,NaN,10.0,977,NaN,921,NaN,1667,910,21.8,41.9,1.077
87,1086339600000,NaN,885,NaN,6.0,812,NaN,1100,NaN,1495,675,22.8,37.6,1.0315
87,1086343200000,NaN,862,NaN,5.7,798,NaN,1148,NaN,1456,582,24.8,31.3,0.9646
87,1086346800000,NaN,892,NaN,6.9,853,NaN,1080,NaN,1509,666,26.0,29.4,0.976
87,1086350400000,NaN,933,NaN,9.5,960,NaN,994,NaN,1577,726,27.0,27.8,0.9731
87,1086354000000,NaN,975,NaN,11.1,1017,NaN,930,NaN,1668,801,27.0,29.3,1.0277
87,1086357600000,NaN,927,NaN,8.1,905,NaN,1016,NaN,1554,711,27.0,29.6,1.0419
87,1086361200000,NaN,993,NaN,10.2,985,NaN,950,NaN,1680,790,25.8,32.6,1.072
87,1086364800000,2.7,1053,NaN,13.3,1093,NaN,873,NaN,1749,924,26.2,32.6,1.0892
87,1086368400000,3.6,1116,NaN,16.6,1198,NaN,811,NaN,1863,1045,28.3,27.5,1.0418
87,1086372000000,3.3,1097,NaN,16.9,1206,NaN,813,NaN,1867,1088,26.5,29.7,1.0123
87,1086375600000,3.6,1116,NaN,17.5,1226,NaN,792,NaN,1938,1038,25.7,31.8,1.0317
87,1086379200000,2.9,1057,NaN,13.1,1087,NaN,871,NaN,1769,981,24.4,35.2,1.0632
87,1086382800000,1.9,973,NaN,9.2,949,NaN,987,NaN,1615,820,23.5,36.9,1.0518
87,1086386400000,2.0,1016,NaN,10.0,977,NaN,951,NaN,1652,948,22.4,41.0,1.1006
87,1086390000000,2.9,1120,NaN,13.1,1088,NaN,849,NaN,1785,1067,21.7,44.7,1.1451
88,1086393600000,2.7,1076,NaN,12.9,1080,NaN,846,NaN,1787,1070,21.1,48.1,1.1864
88,1086397200000,1.5,937,NaN,7.8,890,NaN,970,NaN,1625,877,20.7,50.0,1.203
88,1086400800000,1.6,980,NaN,9.2,948,NaN,888,NaN,1702,1028,19.8,53.1,1.2093
88,1086404400000,1.3,937,NaN,6.9,853,NaN,962,NaN,1604,969,19.8,53.6,1.2214
88,1086408000000,0.7,852,NaN,4.5,739,37,1095,63,1525,837,19.6,54.8,1.236
88,1086411600000,0.7,858,NaN,4.9,757,57,1066,71,1542,904,19.3,57.3,1.265
88,1086415200000,1.2,963,NaN,7.9,894,131,942,91,1702,1065,19.7,58.4,1.3254
88,1086418800000,1.5,966,NaN,7.4,874,171,969,95,1682,999,19.8,59.4,1.3554
88,1086422400000,1.5,983,NaN,8.0,901,187,954,96,1691,986,20.9,54.8,1.3387
88,1086426000000,1.6,990,NaN,7.6,881,133,985,81,1685,874,22.4,47.9,1.2817
88,1086429600000,1.1,891,NaN,5.3,780,87,1110,68,1543,689,24.1,41.3,1.2202
88,1086433200000,1.1,883,NaN,5.3,778,61,1130,57,1545,608,25.9,36.9,1.2133
88,1086436800000,1.4,914,NaN,8.0,900,86,1010,68,1596,706,30.7,26.0,1.1287
88,1086440400000,1.4,896,NaN,8.4,917,83,1017,72,1577,704,30.3,25.2,1.0652
88,1086444000000,1.0,841,NaN,6.0,811,61,1135,62,1463,609,30.1,25.4,1.0641
88,1086447600000,1.3,926,NaN,7.3,868,80,1048,75,1599,687,27.6,35.1,1.2764
88,1086451200000,1.9,1133,NaN,10.2,984,110,838,92,1897,976,26.6,47.6,1.6315
88,1086454800000,1.7,1042,NaN,9.0,939,108,917,89,1744,860,30.4,31.3,1.3331
88,1086458400000,2.3,1124,NaN,14.0,1118,134,793,105,1915,1021,27.8,35.0,1.282
88,1086462000000,2.4,1157,NaN,16.1,1183,133,738,111,1970,1079,26.6,37.9,1.2994
88,1086465600000,1.8,989,NaN,8.2,906,118,954,102,1681,826,23.4,44.4,1.2646
88,1086469200000,0.6,841,NaN,3.8,699,17,1123,30,1508,558,23.0,51.1,1.4175
88,1086472800000,0.8,916,NaN,5.6,791,26,1007,43,1588,679,22.1,53.5,1.4087
88,1086476400000,1.7,1008,NaN,8.0,900,55,907,67,1681,850,21.6,53.6,1.3674
89,1086480000000,1.1,895,NaN,5.6,792,39,975,58,1574,733,21.9,52.7,1.365
89,1086483600000,0.6,810,NaN,3.8,702,15,1093,24,1529,612,21.3,54.9,1.3707
89,1086487200000,1.1,968,NaN,6.6,840,47,891,58,1727,788,17.5,79.1,1.5709
89,1086490800000,1.1,922,NaN,7.0,859,NaN,871,NaN,1739,728,17.6,78.6,1.5722
89,1086494400000,1.0,892,NaN,5.2,773,49,926,62,1660,724,17.1,81.8,1.5816
89,1086498000000,0.5,806,NaN,2.4,615,21,1172,34,1525,543,16.6,80.2,1.5002
89,1086501600000,0.7,827,NaN,3.1,659,33,1115,46,1552,616,16.8,77.4,1.4739
89,1086505200000,1.0,881,NaN,5.2,776,63,1037,62,1623,677,18.3,66.5,1.381
89,1086508800000,1.2,877,NaN,5.9,808,73,1011,70,1614,723,20.4,55.8,1.3196
89,1086512400000,0.7,784,NaN,2.8,638,51,1314,54,1412,529,21.6,45.3,1.1533
89,1086516000000,0.9,806,NaN,3.4,675,61,1270,61,1414,528,23.1,39.4,1.0983
89,1086519600000,0.8,775,NaN,3.0,653,52,1349,53,1365,491,25.4,31.6,1.0058
89,1086523200000,0.8,773,NaN,3.4,676,49,1331,49,1374,489,26.6,29.0,0.9928
89,1086526800000,0.5,734,NaN,2.3,603,40,1471,48,1303,450,25.9,28.8,0.9475
89,1086530400000,0.5,757,NaN,2.7,635,36,1445,45,1345,451,27.0,28.0,0.981
89,1086534000000,0.7,817,NaN,3.6,688,51,1299,60,1435,512,23.6,38.1,1.0917
89,1086537600000,0.9,815,NaN,4.2,720,56,1225,59,1418,525,25.9,32.0,1.0529
89,1086541200000,1.0,844,NaN,4.9,757,71,1186,67,1445,556,26.3,31.5,1.0643
89,1086544800000,1.2,880,NaN,5.9,807,79,1123,72,1510,599,23.9,36.8,1.0774
89,1086548400000,1.3,906,NaN,6.6,838,117,1084,88,1547,694,23.7,36.8,1.0609
89,1086552000000,1.6,904,NaN,7.6,882,127,1048,94,1549,744,22.5,37.8,1.0157
89,1086555600000,1.4,877,NaN,7.0,858,118,1080,89,1535,724,21.8,39.2,1.0115
89,1086559200000,1.7,918,NaN,7.5,879,130,1030,96,1569,804,20.9,42.6,1.04
89,1086562800000,1.7,930,NaN,8.4,914,131,991,98,1631,862,20.0,45.6,1.0555
90,1086566400000,1.4,870,NaN,7.0,858,102,1061,95,1557,811,19.3,47.9,1.059
90,1086570000000,0.8,793,NaN,3.9,703,48,1222,64,1439,627,18.7,49.0,1.0462
90,1086573600000,0.4,760,NaN,2.6,626,22,1263,38,1386,575,17.8,54.1,1.0938
90,1086577200000,0.3,733,NaN,2.0,588,NaN,1281,NaN,1394,589,18.6,52.7,1.1206
90,1086580800000,NaN,726,NaN,2.1,591,22,1263,34,1386,579,17.2,57.9,1.127
90,1086584400000,0.5,732,NaN,2.4,613,44,1273,40,1413,605,18.2,54.1,1.1155
90,1086588000000,1.5,933,NaN,9.6,962,167,867,76,1705,974,17.3,57.6,1.1289
90,1086591600000,2.6,1061,NaN,15.4,1162,220,777,90,1898,1132,19.9,49.4,1.1354
90,1086595200000,4.3,1201,NaN,25.0,1428,285,664,118,2249,1378,21.7,44.2,1.1321
90,1086598800000,3.1,1065,NaN,15.1,1151,272,801,118,1894,1160,23.5,40.0,1.1386
90,1086602400000,2.9,1075,NaN,17.4,1222,238,774,122,1943,1213,28.4,29.7,1.1345
90,1086606000000,2.5,998,NaN,14.1,1119,207,832,120,1780,1057,31.6,24.1,1.0994
90,1086609600000,1.9,922,NaN,11.8,1042,152,887,132,1744,832,31.3,24.1,1.0816
90,1086613200000,2.5,1023,NaN,14.9,1147,185,829,115,1842,983,34.4,20.4,1.0857
90,1086616800000,2.5,1039,NaN,16.0,1180,184,833,127,1815,1047,33.7,21.3,1.0988
90,1086620400000,2.8,1054,NaN,16.5,1195,205,815,126,1848,1078,35.9,18.9,1.0999
90,1086624000000,2.3,1022,NaN,15.2,1155,172,871,113,1840,979,34.3,19.4,1.0279
90,1086627600000,3.3,1082,NaN,18.9,1266,227,788,124,1910,1139,33.5,19.9,1.0112
90,1086631200000,2.8,1056,NaN,19.0,1268,187,786,108,1896,1111,30.5,24.2,1.0386
90,1086634800000,4.8,1243,NaN,28.9,1524,290,647,142,2281,1470,30.3,26.2,1.1161
90,1086638400000,2.5,1029,NaN,13.4,1097,155,825,125,1827,980,27.0,36.7,1.2898
90,1086642000000,2.0,1004,NaN,10.9,1011,108,867,116,1754,893,24.6,41.9,1.2752
90,1086645600000,1.8,979,NaN,8.9,937,94,919,101,1683,858,23.3,44.5,1.2566
90,1086649200000,1.7,972,NaN,8.5,919,103,934,101,1668,904,22.4,46.9,1.2544
91,1086652800000,1.3,942,NaN,6.7,846,78,980,92,1615,905,21.7,50.8,1.3019
91,1086656400000,0.7,825,NaN,4.2,720,38,1129,55,1511,678,21.0,51.9,1.2794
91,1086660000000,0.5,780,NaN,2.5,621,26,1277,42,1452,586,20.5,54.3,1.2926
91,1086663600000,0.4,746,NaN,1.7,565,NaN,1369,NaN,1423,608,20.9,52.5,1.2852
91,1086667200000,0.3,734,NaN,1.4,538,19,1449,30,1400,514,21.0,53.1,1.3031
91,1086670800000,0.5,785,NaN,2.8,640,35,1265,40,1467,588,19.6,57.1,1.2851
91,1086674400000,1.4,946,NaN,8.8,931,126,917,69,1745,884,18.2,62.3,1.2903
91,1086678000000,3.3,1201,NaN,19.4,1279,309,683,100,2144,1338,19.5,57.7,1.2966
91,1086681600000,5.8,1377,NaN,36.1,1688,376,525,125,2746,1708,21.6,51.7,1.313
91,1086685200000,5.0,1346,NaN,27.1,1481,441,602,174,2367,1681,23.9,44.4,1.3029
91,1086688800000,3.5,1230,NaN,19.0,1268,309,698,171,2049,1509,28.1,35.2,1.312
91,1086692400000,2.9,1160,NaN,16.9,1208,220,728,149,1925,1330,31.4,28.6,1.298
91,1086696000000,2.5,1146,NaN,15.7,1171,168,761,124,1902,1138,33.7,25.5,1.3095
91,1086699600000,2.3,1078,NaN,14.1,1121,149,818,119,1806,963,35.9,20.8,1.2103
91,1086703200000,2.4,1111,NaN,16.5,1194,160,794,130,1875,1015,37.5,18.1,1.1529
91,1086706800000,2.6,1083,NaN,14.8,1141,177,825,143,1793,1008,37.7,17.7,1.1383
91,1086710400000,2.2,1056,NaN,13.0,1083,NaN,865,NaN,1723,898,37.8,17.4,1.1219
91,1086714000000,3.5,1220,NaN,21.4,1334,176,695,183,2066,1215,36.6,20.6,1.2445
91,1086717600000,3.9,1268,NaN,23.6,1393,202,650,161,2144,1334,32.5,26.0,1.2502
91,1086721200000,4.5,1256,NaN,25.0,1430,255,660,170,2151,1380,30.8,27.2,1.1832
91,1086724800000,3.8,1213,NaN,21.6,1341,210,683,143,2090,1601,28.8,30.2,1.1761
91,1086728400000,2.8,1145,NaN,15.7,1170,157,751,123,1894,1376,26.7,35.4,1.2233
91,1086732000000,1.7,1050,NaN,10.9,1011,96,836,89,1739,1161,25.3,40.7,1.291
91,1086735600000,1.2,972,NaN,8.1,902,59,933,67,1647,878,24.9,41.2,1.2809
92,1086739200000,1.6,1020,NaN,10.2,984,81,853,81,1753,1031,23.7,45.1,1.3033
92,1086742800000,1.0,934,NaN,7.5,878,40,940,54,1644,847,22.5,49.0,1.3151
92,1086746400000,0.9,914,NaN,5.8,801,42,965,57,1609,908,22.3,50.6,1.3486
92,1086750000000,0.5,824,NaN,3.8,698,NaN,1107,NaN,1517,733,22.0,50.5,1.3199
92,1086753600000,0.5,817,NaN,3.3,672,31,1113,51,1501,751,20.8,54.4,1.3229
92,1086757200000,0.5,833,NaN,4.0,708,54,1084,58,1525,799,20.3,56.0,1.3204
92,1086760800000,1.0,935,NaN,8.1,905,88,899,69,1675,954,20.5,54.8,1.3073
92,1086764400000,3.5,1297,NaN,22.3,1359,261,630,107,2214,1425,21.7,50.6,1.2981
92,1086768000000,6.4,1496,NaN,36.9,1705,357,507,151,2691,2147,23.4,46.1,1.3091
92,1086771600000,2.9,1201,NaN,17.5,1224,265,701,146,1987,1532,25.1,43.0,1.3488
92,1086775200000,3.4,1267,NaN,19.3,1276,247,676,165,2059,1570,30.1,32.8,1.3795
92,1086778800000,2.8,1224,NaN,17.6,1228,189,711,159,1972,1380,34.7,25.9,1.4069
92,1086782400000,2.8,1247,NaN,18.6,1257,168,701,174,2000,1337,37.2,23.2,1.4478
92,1086786000000,2.8,1183,NaN,18.0,1241,183,721,167,1937,1308,39.5,18.3,1.2917
92,1086789600000,2.3,1078,NaN,14.0,1116,157,815,137,1761,1013,40.6,15.3,1.1485
92,1086793200000,1.8,1076,NaN,10.9,1012,113,894,116,1665,816,40.3,16.1,1.1896
92,1086796800000,2.0,1052,NaN,11.1,1019,140,896,125,1610,836,40.3,14.2,1.0494
92,1086800400000,3.5,1287,NaN,21.6,1340,230,699,194,2008,1267,39.6,16.7,1.1867
92,1086804000000,4.9,1460,NaN,27.6,1493,277,586,222,2288,1649,37.3,23.4,1.4672
92,1086807600000,4.6,1357,NaN,25.6,1445,295,620,206,2195,1622,33.7,27.7,1.4213
92,1086811200000,3.4,1234,NaN,18.6,1257,212,695,162,2019,1349,30.7,32.2,1.3983
92,1086814800000,2.7,1151,NaN,15.2,1154,151,747,132,1894,1186,28.4,35.7,1.3549
92,1086818400000,1.9,1065,NaN,11.7,1038,110,805,107,1763,1026,26.5,38.6,1.3154
92,1086822000000,1.5,984,NaN,8.7,929,83,917,84,1654,817,25.4,40.1,1.2822
93,1086825600000,1.0,938,NaN,7.6,881,48,956,61,1607,662,24.1,43.3,1.2839
93,1086829200000,0.7,878,NaN,5.2,774,27,1065,42,1527,552,23.9,45.6,1.3328
93,1086832800000,1.0,919,NaN,5.9,807,48,967,66,1598,775,22.0,52.8,1.3752
93,1086836400000,0.6,836,NaN,4.0,709,NaN,1085,NaN,1498,646,20.7,56.1,1.3565
93,1086840000000,NaN,814,NaN,3.3,673,33,1138,50,1488,647,20.1,57.3,1.3352
93,1086843600000,0.9,872,NaN,5.4,782,75,1001,76,1607,874,19.5,59.4,1.3328
93,1086847200000,1.2,949,NaN,8.7,929,101,887,78,1711,973,20.0,56.6,1.3095
93,1086850800000,2.9,1227,NaN,19.9,1292,214,661,104,2087,1327,21.7,53.9,1.3848
93,1086854400000,4.8,1360,NaN,30.4,1561,290,545,139,2525,1626,23.7,49.0,1.4152
93,1086858000000,4.3,1318,NaN,24.6,1420,311,586,166,2316,1640,25.9,44.3,1.4544
93,1086861600000,3.1,1196,NaN,16.9,1208,234,705,151,1981,1341,30.1,34.3,1.4414
93,1086865200000,2.4,1152,NaN,13.6,1102,157,770,134,1868,1113,33.5,27.2,1.3859
93,1086868800000,2.8,1220,NaN,15.3,1157,165,715,148,1935,1224,35.4,26.1,1.4806
93,1086872400000,2.5,1182,NaN,14.1,1120,137,735,126,1893,1095,37.9,23.2,1.502
93,1086876000000,2.6,1167,NaN,17.0,1210,149,719,144,1944,1152,39.7,18.7,1.3306
93,1086879600000,2.3,1142,NaN,13.8,1109,140,782,133,1789,1047,40.4,17.2,1.2774
93,1086883200000,2.4,1157,NaN,13.6,1105,139,779,139,1792,982,40.0,18.8,1.363
93,1086886800000,3.5,1274,NaN,21.2,1329,221,670,178,2054,1320,38.9,18.8,1.29
93,1086890400000,4.8,1372,NaN,25.9,1451,318,631,206,2183,1541,35.8,22.1,1.2792
93,1086894000000,5.1,1373,NaN,25.4,1440,363,635,211,2183,1510,33.1,25.9,1.2923
93,1086897600000,4.7,1290,NaN,23.6,1393,341,655,180,2146,1511,30.9,28.2,1.2388
93,1086901200000,2.4,1056,NaN,12.0,1051,163,826,116,1758,1078,27.5,32.6,1.176
93,1086904800000,2.5,1116,NaN,14.2,1123,157,768,118,1826,1235,26.3,34.3,1.1605
93,1086908400000,2.7,1106,NaN,14.2,1122,202,783,115,1813,1202,25.5,34.1,1.0968
94,1086912000000,1.5,1018,NaN,10.4,992,102,839,96,1710,1103,24.7,39.3,1.2065
94,1086915600000,1.1,919,NaN,7.5,880,70,915,86,1628,1013,24.2,39.5,1.1764
94,1086919200000,0.6,807,NaN,3.5,681,41,1092,65,1435,765,24.8,37.8,1.1639
94,1086922800000,0.5,787,NaN,2.5,620,NaN,1176,NaN,1403,618,22.7,43.8,1.1952
94,1086926400000,0.4,789,NaN,2.6,623,36,1146,53,1407,663,22.0,44.3,1.1553
94,1086930000000,0.6,825,NaN,4.0,709,68,1050,74,1491,813,19.3,51.4,1.1364
94,1086933600000,1.0,912,NaN,7.0,858,92,923,69,1608,894,19.8,50.4,1.1525
94,1086937200000,4.6,1339,NaN,24.8,1425,332,595,131,2264,1495,20.5,48.2,1.1474
94,1086940800000,4.8,1355,NaN,28.9,1526,333,567,134,2397,1658,22.8,42.7,1.1667
94,1086944400000,4.0,1250,NaN,21.5,1336,298,632,148,2104,1506,25.6,35.8,1.1548
94,1086948000000,NaN,1105,NaN,12.9,1079,NaN,788,NaN,1774,1168,30.0,27.5,1.1509
94,1086951600000,2.0,1076,NaN,12.2,1055,146,817,NaN,1734,993,34.4,21.0,1.1248
94,1086955200000,2.0,1096,NaN,13.1,1087,120,801,111,1759,910,35.9,19.6,1.1422
94,1086958800000,2.0,1093,NaN,13.3,1094,108,797,110,1769,912,37.2,18.2,1.1389
94,1086962400000,1.9,1027,NaN,12.5,1066,109,837,110,1689,814,37.3,16.6,1.0435
94,1086966000000,1.9,1026,NaN,13.0,1085,124,848,116,1654,1341,37.4,14.9,0.9413
94,1086969600000,1.9,1015,NaN,12.3,1062,127,877,120,1668,847,36.4,15.1,0.9005
94,1086973200000,2.6,1028,NaN,15.2,1155,185,832,142,1691,925,35.4,14.7,0.8323
94,1086976800000,3.2,1074,NaN,19.1,1270,230,776,146,1833,1087,34.2,14.2,0.7502
94,1086980400000,3.4,1124,NaN,19.7,1289,265,765,153,1863,1132,31.1,18.7,0.8302
94,1086984000000,3.4,1111,NaN,18.6,1256,261,765,158,1851,1197,29.1,22.0,0.8702
94,1086987600000,2.9,1062,NaN,16.1,1183,219,794,140,1731,1229,27.2,22.5,0.7962
94,1086991200000,2.7,1072,NaN,15.0,1148,180,805,127,1683,1171,25.3,24.6,0.7796
94,1086994800000,1.3,936,NaN,7.3,871,108,990,97,1430,921,24.9,27.2,0.8429
95,1086998400000,1.3,988,NaN,8.9,937,98,894,91,1543,1008,23.5,32.2,0.922
95,1087002000000,0.9,924,NaN,6.6,839,57,957,68,1453,849,23.5,32.7,0.9349
95,1087005600000,0.6,839,NaN,4.3,725,36,1052,52,1368,668,24.1,32.0,0.9467
95,1087009200000,0.5,826,NaN,3.2,666,NaN,1109,NaN,1349,641,22.6,34.8,0.9441
95,1087012800000,0.5,853,NaN,4.1,716,45,1047,58,1414,707,20.8,40.2,0.9725
95,1087016400000,0.9,918,NaN,6.0,810,87,936,78,1524,939,18.8,46.6,1.0027
95,1087020000000,0.7,890,NaN,5.6,791,62,950,61,1489,886,19.8,46.0,1.0524
95,1087023600000,0.6,865,NaN,4.8,752,65,996,64,1451,837,21.3,42.3,1.0625
95,1087027200000,1.3,1003,NaN,8.9,937,125,850,81,1622,1005,21.3,41.8,1.0449
95,1087030800000,1.9,1123,NaN,13.1,1088,157,746,92,1789,1191,24.0,36.6,1.0772
95,1087034400000,2.1,1146,NaN,14.1,1119,171,746,101,1823,1200,27.2,30.7,1.0884
95,1087038000000,1.8,1110,NaN,11.2,1021,119,820,96,1724,971,32.3,23.6,1.1271
95,1087041600000,1.8,1126,NaN,10.0,979,110,849,101,1700,907,31.9,25.8,1.2023
95,1087045200000,1.6,1067,NaN,9.6,962,95,860,91,1658,802,35.1,21.8,1.2093
95,1087048800000,1.2,1008,NaN,7.2,866,58,937,68,1573,695,36.0,20.5,1.1995
95,1087052400000,1.2,1062,NaN,8.6,924,69,892,76,1683,777,37.0,20.1,1.2423
95,1087056000000,1.4,1082,NaN,9.0,939,76,869,84,1678,818,36.4,21.0,1.2515
95,1087059600000,1.3,1042,NaN,7.9,897,63,901,76,1605,681,35.2,22.6,1.267
95,1087063200000,1.1,1022,NaN,6.2,823,51,964,61,1599,631,32.5,27.6,1.3229
95,1087066800000,1.1,1024,NaN,6.3,828,46,936,52,1601,641,29.1,35.1,1.3919
95,1087070400000,1.1,1048,NaN,6.3,828,52,922,59,1618,683,26.9,39.7,1.3898
95,1087074000000,1.8,1153,NaN,11.2,1022,84,765,89,1806,1013,26.1,42.2,1.4039
95,1087077600000,2.3,1195,NaN,12.8,1077,130,731,113,1860,1151,25.5,43.8,1.4095
95,1087081200000,2.6,1245,NaN,13.2,1091,147,734,112,1870,1134,24.9,45.6,1.4135
96,1087084800000,2.0,1086,NaN,9.2,946,126,847,89,1729,945,25.2,45.2,1.4262
96,1087088400000,1.0,972,NaN,5.8,804,47,955,53,1620,734,25.4,45.5,1.457
96,1087092000000,0.6,880,NaN,3.4,677,24,1109,36,1500,554,26.2,43.6,1.4599
96,1087095600000,0.6,906,NaN,4.1,719,NaN,1050,NaN,1561,612,24.3,48.2,1.4476
96,1087099200000,0.5,879,NaN,3.1,658,25,1121,39,1511,564,24.4,48.3,1.4499
96,1087102800000,0.4,842,NaN,2.2,597,21,1237,33,1444,512,23.3,51.0,1.4346
96,1087106400000,0.4,797,NaN,1.5,543,25,1466,37,1347,410,21.6,48.1,1.2259
96,1087110000000,0.4,796,NaN,1.3,526,25,1534,36,1322,392,21.4,47.8,1.2005
96,1087113600000,0.4,767,NaN,1.2,520,30,1526,42,1287,377,20.5,46.8,1.1152
96,1087117200000,0.5,784,NaN,1.7,562,42,1460,52,1286,389,20.8,40.7,0.9882
96,1087120800000,0.6,811,NaN,2.5,622,52,1315,60,1307,432,22.3,35.3,0.9371
96,1087124400000,0.7,838,NaN,2.5,620,62,1292,74,1325,502,21.7,38.3,0.9842
